age,education_fill_1,proof_submitted,loan_amount,asset_cost,no_of_loans,no_of_curr_loans,last_delinq_none
37,2,0,562188,814248,4,4,0
26,1,0,484728,734004,2,0,0
26,1,0,944232,1224000,0,0,0
35,2,0,678108,869676,4,0,0
38,2,2,486888,813516,6,3,0
28,1,1,526188,986928,0,0,0
28,2,0,708156,847116,0,0,0
33,1,0,640836,847692,0,0,0
23,1,0,620136,727236,0,0,0
40,1,0,655308,826800,2,0,0
40,2,0,708156,819708,4,3,0
31,1,0,672156,997776,0,0,0
32,1,0,728556,1007328,4,3,0
33,1,0,510768,737760,11,3,0
33,1,0,690156,864000,0,0,0
32,1,0,652248,894132,7,0,0
37,1,0,669756,765000,2,2,0
35,1,0,707364,835260,0,0,0
29,2,0,791184,956988,0,0,0
47,2,0,809784,915372,11,4,0
33,2,0,713364,987780,3,3,0
40,2,0,579516,783144,5,0,0
24,2,1,1000080,1411812,0,0,0
48,2,3,588936,950412,4,2,0
40,2,0,696156,898800,0,0,0
40,1,0,728556,880524,0,0,0
31,1,0,409308,759612,0,0,0
47,2,0,660156,836904,0,0,0
26,1,0,568188,937272,0,0,0
46,2,0,468648,804600,2,0,0
27,1,0,657108,800580,0,0,0
42,2,0,783600,972000,16,5,0
43,1,0,661908,839112,7,5,0
31,2,0,651636,826596,2,0,0
37,1,0,849804,960000,0,0,0
35,1,0,530460,706140,0,0,0
26,2,0,657756,759756,11,5,0
28,1,0,568188,772992,0,0,0
34,1,0,438468,923400,8,5,0
25,1,1,571740,705324,0,0,0
30,2,0,722556,1032000,0,0,0
25,2,0,562188,848124,0,0,0
43,1,0,594000,885996,0,0,0
26,1,0,601836,783720,0,0,0
27,2,0,865476,1230468,0,0,0
31,2,0,718380,912984,0,0,0
29,1,0,648936,777096,0,0,0
33,2,0,892572,1053960,2,2,0
47,2,0,484728,1263804,0,0,0
30,1,0,792828,1125480,0,0,0
31,2,0,995196,1781196,6,4,0
23,1,0,675108,880308,0,0,0
43,1,0,655908,840000,0,0,0
29,1,0,651636,893760,2,2,0
27,1,0,794028,1042908,0,0,0
28,1,0,413268,659952,0,0,0
40,2,1,909012,1467864,0,0,0
46,2,0,844284,973356,0,0,0
30,2,0,663108,906012,0,0,0
35,1,0,633636,839796,0,0,0
36,2,0,575820,675624,3,2,0
30,2,0,639636,1094676,8,7,0
45,2,0,500328,764796,5,4,0
28,2,0,830028,1189200,0,0,0
27,1,0,568188,767376,0,0,0
29,2,0,585336,762132,23,4,0
32,2,0,873804,1433532,0,0,0
42,2,0,599736,714228,0,0,0
27,2,0,639636,812568,5,3,0
32,1,0,707556,965112,0,0,0
36,1,0,532728,810708,2,0,0
30,2,0,696156,833580,4,3,0
30,1,0,605496,823200,0,0,0
44,2,0,711108,802284,2,0,0
41,2,0,661356,798168,0,0,0
35,2,0,618936,801576,0,0,0
37,2,0,707508,900000,20,11,0
31,2,0,682308,832884,13,5,0
32,2,0,570816,928104,2,0,0
40,1,0,405312,804000,0,0,0
40,2,0,384228,761592,0,0,0
39,1,0,734964,867168,0,0,0
49,1,0,721644,837276,4,4,0
29,1,0,676308,779904,2,2,0
44,2,0,597636,813252,3,2,0
43,2,0,638436,887160,0,0,0
35,1,2,603336,825492,2,2,0
40,2,0,603636,692976,3,0,0
46,2,0,838284,1016916,0,0,0
30,1,0,450120,650280,0,0,0
24,2,0,657456,798156,0,0,0
43,2,0,695508,800652,4,4,0
39,1,0,770556,1023600,6,4,0
46,2,0,657348,879288,21,5,0
30,2,3,594576,846888,0,0,0
37,2,0,703908,963708,0,0,0
48,2,0,1003440,1962960,2,0,0
30,1,0,900948,1229352,3,2,0
45,2,0,749364,852000,5,4,0
28,1,0,425268,797520,0,0,0
45,2,0,818028,1051272,10,4,0
32,1,0,740964,887112,0,0,0
33,2,0,668556,812820,7,5,0
30,1,0,530340,753600,3,2,0
48,2,0,493608,950148,0,0,0
40,2,0,582588,767760,0,0,0
41,1,0,449268,827208,3,3,0
48,2,0,749364,868908,0,0,0
45,1,0,646956,786084,9,2,0
45,2,0,414420,567132,2,2,0
37,1,0,748164,864384,5,3,0
31,1,3,353544,833748,0,0,0
28,1,0,756156,1020732,4,3,0
40,2,0,696156,792000,2,2,0
32,2,0,684156,974676,2,2,0
37,1,0,556188,783840,0,0,0
34,1,0,582936,716244,0,0,0
35,2,0,443268,571128,0,0,0
43,2,0,636936,802776,0,0,0
29,2,0,861804,1038708,0,0,0
39,1,0,496728,866472,3,2,0
27,1,0,468156,729528,6,2,0
49,2,0,579396,766140,2,0,0
29,1,0,802584,967536,0,0,0
42,1,0,730800,875676,4,4,1
44,1,0,594036,785820,0,0,0
48,2,0,867804,1235640,0,0,0
24,1,1,849804,1196652,0,0,0
38,2,0,709764,850404,9,3,0
30,2,0,294108,771528,0,0,0
43,1,0,642036,821640,8,3,0
48,2,0,311748,808800,0,0,0
37,1,0,813228,926136,2,2,0
26,1,0,605316,824124,0,0,0
38,1,0,562188,758280,3,2,0
39,2,3,592980,793344,12,3,0
42,2,2,507864,684840,6,2,0
33,2,0,750564,924000,0,0,0
44,1,0,527628,768036,0,0,0
48,2,0,568188,749688,6,3,0
37,2,3,526728,766428,0,0,0
32,2,0,515928,1582416,0,0,0
27,1,0,615636,1164012,0,0,0
45,2,0,509628,704916,3,2,0
38,2,0,651108,857520,16,11,0
29,1,0,743364,853776,0,0,0
25,2,0,568308,836772,3,2,0
30,2,0,956232,1297008,0,0,0
25,2,0,750756,1196904,2,2,0
26,2,0,658308,897084,2,0,0
44,1,0,483180,664524,8,3,0
38,2,0,675996,896736,2,0,0
46,2,0,654228,820776,3,2,0
33,2,0,568188,837588,3,3,0
48,1,0,867804,1046400,0,0,0
27,1,1,669756,771660,2,2,0
44,1,0,746556,966864,0,0,0
26,1,0,780060,1293912,2,2,0
25,2,3,598536,819828,0,0,0
48,2,0,700956,876552,5,2,0
48,2,0,691560,841656,0,0,0
30,1,0,688308,788508,0,0,0
37,2,0,746556,864000,15,8,0
26,2,0,445668,579000,2,2,0
27,2,1,648156,1456944,0,0,0
36,2,2,1083900,1290000,26,13,0
25,2,0,719364,889848,4,2,0
42,2,3,640188,912000,3,3,0
36,1,0,794856,1041048,0,0,0
32,1,0,580188,849600,0,0,0
26,1,0,571740,703800,0,0,0
37,2,0,615636,890940,6,2,0
30,2,0,576588,707400,4,4,0
47,2,0,698700,847452,10,4,0
42,2,0,393948,723120,7,2,0
39,2,0,548220,823392,0,0,0
48,1,0,673068,829200,5,2,0
49,1,3,678552,827712,6,3,0
28,1,0,401268,564000,0,0,0
49,2,1,556188,858840,0,0,0
27,1,0,696708,839532,2,0,0
25,2,0,837804,1501860,0,0,0
49,1,0,673908,816960,0,0,0
26,1,0,758556,936000,0,0,0
26,1,0,469104,919116,0,0,0
25,1,0,565788,691428,0,0,0
45,2,0,739356,847680,0,0,0
34,2,3,861804,1311432,0,0,0
29,1,0,766584,925344,2,2,0
45,1,0,710556,927048,0,0,0
45,2,0,774984,992400,2,0,0
34,1,0,731472,876000,5,3,0
37,1,0,654108,816420,0,0,0
26,2,0,584136,868200,0,0,0
33,2,0,766584,1012464,3,3,0
29,1,0,457692,837564,5,4,0
47,1,0,846204,924564,5,0,0
33,2,0,767364,1028736,2,0,0
47,2,0,698964,858600,0,0,0
36,1,0,663108,817488,0,0,0
33,1,0,638436,732972,4,3,0
32,2,0,657108,840324,0,0,0
35,2,0,704556,930216,0,0,0
26,1,0,672156,835620,0,0,0
38,1,0,778584,877956,2,2,0
26,2,0,490728,817092,0,0,0
27,2,0,606936,842940,3,3,0
31,2,0,781584,1098192,0,0,0
47,2,0,632796,788448,0,0,0
26,1,0,758556,1044108,0,0,0
45,1,0,716400,927600,4,0,0
32,1,0,443268,620400,0,0,0
33,1,0,609636,858672,5,4,0
50,1,0,653832,845472,0,0,0
26,2,0,841476,1245288,0,0,0
36,2,0,687108,821580,3,2,0
39,2,3,663108,758580,2,0,0
35,2,0,710556,872328,4,4,0
47,1,0,705108,804000,0,0,0
32,2,1,568188,875676,0,0,0
32,2,0,996396,1432044,2,2,0
35,2,1,651108,1340280,0,0,0
45,1,0,700308,799284,17,3,0
47,1,3,461268,839184,5,5,0
46,2,0,675108,828648,3,2,0
25,1,0,697956,905976,0,0,0
25,1,0,644436,818784,2,0,0
26,2,0,568188,742908,0,0,0
37,2,0,762624,1300956,3,2,0
33,2,0,731400,975540,0,0,0
47,1,0,654156,774360,0,0,0
25,1,0,740556,954972,3,2,0
35,1,3,612936,826092,2,2,0
30,1,0,824520,900876,30,5,0
27,1,0,766356,977892,0,0,0
32,2,3,867804,1289160,0,0,0
36,2,1,528588,834684,0,0,0
37,2,0,521328,737688,0,0,0
36,2,0,658956,794340,5,5,0
30,1,0,1063440,1476000,3,2,0
49,2,0,936948,1387896,4,4,0
32,2,0,702708,792708,2,0,0
28,1,0,677508,903840,0,0,0
22,1,0,897012,1225284,0,0,0
33,2,0,632796,792000,8,7,0
43,2,0,968232,1404000,7,5,0
42,2,0,900948,1020000,5,3,0
45,2,0,565788,751332,0,0,0
47,2,3,639156,841044,0,0,0
29,2,0,760584,1720092,0,0,0
29,1,0,858276,1176000,7,5,0
39,1,3,913476,1072464,3,2,0
40,1,0,758184,886404,2,0,0
32,2,0,515664,773052,2,2,0
29,2,0,577788,832800,2,2,0
35,2,0,633636,818784,0,0,0
39,2,0,597348,755184,2,2,0
31,1,0,515928,806280,5,2,0
30,1,1,577740,842520,3,3,0
42,2,0,544188,723144,0,0,0
30,1,0,1121316,1256160,7,5,0
48,2,0,702708,791988,2,0,0
42,2,0,399408,747024,2,0,0
38,2,0,484728,865500,0,0,0
27,2,0,675108,1350264,0,0,0
29,1,0,537612,711372,0,0,0
31,1,0,589788,706176,0,0,0
49,1,0,664308,759600,0,0,0
29,2,0,648228,832788,0,0,0
26,2,0,748956,1101240,0,0,0
28,2,0,377808,1196700,0,0,0
45,1,1,731364,843024,2,2,0
47,1,0,550668,809640,0,0,0
30,2,1,548940,998340,0,0,0
37,1,0,511464,843768,3,3,0
38,2,0,573588,768000,2,0,0
35,2,0,588024,836436,3,2,0
48,1,0,663108,771960,2,2,0
37,2,0,648936,861000,3,3,0
31,2,0,740556,962040,5,4,0
28,1,0,563388,784428,3,3,0
27,2,0,643668,822948,2,2,0
34,2,0,487128,759780,23,11,0
31,2,0,518520,855168,0,0,0
39,1,0,586188,873600,0,0,0
25,2,1,731520,912156,0,0,0
29,1,0,837804,1390212,0,0,0
37,2,0,760188,991440,2,0,0
44,2,0,683508,826536,0,0,0
24,1,0,591240,758604,0,0,0
46,1,0,751020,907200,2,0,0
30,1,0,390000,674148,2,0,0
29,2,0,1089060,1527720,0,0,0
38,2,0,506520,771564,3,3,0
48,1,0,921012,1254480,8,4,0
27,2,0,592188,792000,0,0,0
44,2,0,651636,792756,0,0,0
29,1,0,649500,786528,2,2,0
34,1,0,657108,923460,0,0,0
33,1,0,841476,1026648,0,0,0
48,2,0,708156,838044,5,4,0
35,1,0,636936,817596,0,0,0
37,1,0,714084,970800,0,0,0
37,2,0,691908,897840,38,9,0
31,2,0,719364,916524,2,2,0
28,1,1,597216,818280,0,0,0
33,2,0,663108,805368,9,4,0
33,2,3,938628,1307616,0,0,0
29,1,0,998232,1360968,2,2,0
49,1,0,643236,807660,0,0,0
25,1,0,532908,712812,0,0,0
29,2,0,702156,958200,0,0,0
31,2,1,621636,813048,0,0,0
34,1,0,920556,1296048,3,0,0
31,2,0,606084,823248,0,0,0
47,2,0,627636,843348,2,2,0
39,2,0,520728,750756,0,0,0
37,1,0,820584,990000,0,0,0
39,2,0,731364,828756,12,2,0
47,2,0,654684,907884,0,0,0
32,1,0,815628,1000536,0,0,0
49,2,0,639636,955284,0,0,0
38,1,0,661188,790956,8,4,0
49,2,0,871476,1442304,0,0,0
47,1,0,338748,678048,2,2,0
28,2,0,825804,1230000,6,5,0
24,2,1,413808,942984,2,2,0
34,1,0,852276,959664,8,4,0
35,2,0,490776,678612,0,0,0
35,2,0,672156,825600,7,5,0
34,2,0,550188,819696,0,0,0
27,1,0,731364,862620,3,3,0
46,1,0,667908,897000,6,3,0
29,2,2,861804,1327524,0,0,0
47,2,0,592188,777420,4,3,0
33,1,2,735756,896436,0,0,0
42,1,0,547956,710016,2,0,0
37,2,0,629088,754800,0,0,0
33,1,0,743364,844800,4,4,0
33,2,0,630948,909540,4,3,0
26,1,0,600636,758760,0,0,0
40,2,0,722556,996000,2,0,0
27,2,0,600936,904968,3,3,0
45,2,0,655428,825708,0,0,0
31,1,0,529308,673392,2,0,0
31,2,0,663108,996000,7,4,0
27,1,0,822984,1021872,2,0,0
39,1,0,654156,811836,14,9,0
33,1,0,431292,742560,3,2,0
41,2,0,615636,748296,0,0,0
32,1,0,692844,857400,0,0,0
34,1,0,641736,737640,0,0,0
24,1,2,675108,834204,0,0,0
47,2,0,568140,734412,0,0,0
30,2,0,658308,850560,2,2,0
34,1,0,508728,693252,5,3,0
34,1,0,645108,818412,0,0,0
37,2,0,719364,1179228,0,0,0
45,2,0,520728,825600,9,2,0
37,2,1,704556,897684,6,3,0
47,1,0,614796,768348,7,6,0
35,2,0,647832,855852,5,3,0
25,1,0,699108,1153212,0,0,0
26,1,0,706308,842736,0,0,0
48,1,0,695040,831624,0,0,0
39,2,0,556188,914976,0,0,0
26,1,0,944772,1157388,0,0,0
29,1,3,377808,812688,0,0,0
47,2,0,755364,959532,0,0,0
42,2,0,657156,799200,0,0,0
45,2,0,689676,869160,9,2,0
33,2,0,766584,921252,2,2,0
27,2,0,860004,1287300,0,0,0
43,2,0,618432,751524,0,0,0
30,1,0,782028,894432,0,0,0
33,2,0,820584,966000,0,0,0
37,2,0,557472,718356,2,0,0
41,1,0,446868,796440,0,0,0
46,1,0,860976,1287816,0,0,0
34,1,0,660156,1160400,2,0,0
34,2,0,672156,801720,0,0,0
28,1,2,501528,799164,6,3,0
42,2,1,597636,732336,23,5,0
33,1,0,684156,837684,4,2,0
31,1,0,645516,831672,5,3,0
29,2,1,861804,1254420,12,3,0
26,2,0,600936,751332,0,0,0
29,2,0,648708,750744,0,0,0
45,2,0,801600,905400,8,4,0
48,1,0,737364,958812,2,2,0
44,2,0,812028,982860,3,2,0
40,1,1,488520,691392,0,0,0
37,2,0,662556,818796,4,2,0
29,1,0,812184,948000,2,0,0
38,2,0,618936,747612,2,0,0
32,2,0,648156,839220,0,0,0
26,2,0,612036,793428,0,0,0
46,2,0,392328,783000,5,3,0
43,1,0,393252,676476,15,0,0
45,1,0,605040,728700,0,0,0
46,2,0,562188,1035300,3,2,0
27,1,0,830028,1422000,0,0,0
32,1,0,545388,760464,0,0,0
32,1,0,789384,1041540,0,0,0
45,1,0,702108,815784,3,2,0
50,1,0,521652,716172,2,0,0
30,1,0,639636,781776,0,0,0
32,2,3,707364,864336,0,0,0
27,1,0,800472,1152108,0,0,0
34,2,0,588036,786000,2,0,0
25,1,0,532188,797940,5,4,0
25,1,1,872604,1601448,2,0,0
47,2,0,551388,787512,0,0,0
25,1,0,782028,1165212,2,2,0
39,2,0,639036,735660,12,2,0
26,1,0,586188,804552,2,0,0
26,2,0,359532,978984,0,0,0
36,1,0,835404,1132920,0,0,0
37,2,0,835164,1069044,2,2,0
28,2,0,520728,821520,0,0,0
39,1,0,711108,860052,0,0,0
47,1,0,690708,856704,4,4,0
46,2,0,1007196,1200000,2,2,0
32,2,0,475128,831096,0,0,0
43,2,0,867804,1239528,0,0,0
37,2,0,553740,859320,0,0,0
49,2,0,822372,998316,0,0,0
49,2,1,454368,795576,0,0,0
32,2,1,556188,938880,0,0,0
48,1,0,576588,793992,0,0,0
24,1,1,927012,1273032,0,0,0
44,2,0,690156,978528,7,3,0
26,1,0,671508,839832,2,0,0
48,2,1,645636,779844,41,9,0
41,2,0,300348,526560,0,0,0
47,2,0,719364,928800,4,2,0
49,2,0,786024,935352,0,0,0
45,2,0,649572,813492,2,0,0
33,2,0,735756,879408,0,0,0
34,2,0,588936,783000,0,0,0
39,2,1,648000,907500,0,0,0
46,1,0,457692,812280,35,7,0
43,2,2,664668,921948,4,3,0
37,1,0,725364,891600,0,0,0
35,2,0,576696,812376,0,0,0
32,1,0,450000,680664,0,0,0
35,2,0,822828,1041468,2,2,0
29,1,1,556188,820428,4,3,0
25,1,0,814584,956604,9,6,0
36,2,1,802584,1127304,5,3,0
36,2,0,867804,1162320,0,0,0
37,1,0,525852,696900,7,3,0
46,1,1,648156,856632,8,7,0
26,1,0,645636,796776,0,0,0
34,1,0,708156,856224,0,0,0
41,1,0,609072,789900,0,0,0
24,1,0,449268,609432,0,0,0
25,1,0,784584,991296,0,0,0
45,2,0,544188,812736,14,5,0
37,1,0,798984,1021428,0,0,0
41,2,0,657108,800652,0,0,0
48,1,0,679200,794088,10,4,0
39,1,0,365808,515280,3,3,0
48,2,0,705108,841068,6,2,0
46,1,0,520728,673020,15,4,0
24,1,0,644556,737640,0,0,0
34,2,0,545388,804744,3,2,0
36,2,0,626388,760644,7,4,0
39,1,1,580188,789960,2,2,0
30,2,0,629736,1099152,0,0,0
36,2,1,745764,856320,2,2,0
31,1,0,685308,858000,7,0,0
28,2,0,544188,825456,0,0,0
48,1,0,654708,765372,4,3,0
26,1,1,618036,799164,0,0,0
42,2,0,720564,916776,0,0,0
49,1,0,661908,777948,14,6,0
37,2,0,657108,764292,2,0,0
27,2,0,1090968,1415496,0,0,0
31,2,0,742956,894000,0,0,0
45,2,0,654000,798000,0,0,0
45,1,0,649908,761952,4,4,0
28,2,1,463296,760860,5,2,0
35,2,0,654756,769800,0,0,0
26,1,1,662400,840240,0,0,0
47,2,0,577164,769404,0,0,0
36,2,0,719364,994800,0,0,0
47,1,0,702564,760764,8,3,0
50,2,0,642996,879600,4,3,0
50,2,0,538188,805728,2,2,0
33,1,0,758556,858012,0,0,0
43,2,0,774828,932040,3,3,0
34,2,1,517128,721056,0,0,0
39,1,0,740556,859188,9,2,0
34,1,0,605016,832560,0,0,0
27,1,3,560352,823764,2,2,0
40,2,0,645108,786000,3,0,0
47,2,3,510528,693684,3,0,0
48,1,0,502728,821808,3,3,0
35,1,0,909012,1299084,4,2,0
37,2,0,632436,826404,2,0,0
35,2,0,794028,1091112,0,0,0
28,1,0,663108,799884,5,4,0
41,2,0,553980,743496,7,3,0
47,2,0,675108,766800,25,14,0
34,1,1,666156,867276,0,0,0
45,1,0,737364,894000,2,2,0
38,1,0,699108,822528,7,6,0
43,2,0,1149600,2101500,7,4,0
31,2,1,624936,774468,0,0,0
35,1,0,684108,782496,0,0,0
42,2,0,737964,949992,0,0,0
47,2,0,814584,1207368,0,0,0
43,2,2,403008,714240,4,0,0
38,2,0,472728,1293600,0,0,0
40,1,0,711108,869880,0,0,0
29,1,0,577740,717588,0,0,0
34,2,0,693108,834204,4,0,0
48,2,0,642588,863448,2,2,0
42,2,0,788028,917160,0,0,0
31,2,0,538716,771552,0,0,0
34,1,0,609636,728892,4,3,0
28,2,0,1157880,1893600,0,0,0
32,2,0,663108,842772,3,0,0
35,1,0,675108,870120,22,2,0
43,2,0,669108,874104,0,0,0
27,1,0,728556,882600,0,0,0
31,2,0,736164,841140,2,2,0
29,2,0,701364,938700,0,0,0
45,1,0,919812,1283988,5,3,0
33,1,0,663108,900864,2,0,0
34,2,0,770556,1005360,77,6,0
38,2,0,508920,776400,3,2,0
49,1,0,778584,933168,0,0,0
46,1,0,603636,956220,0,0,0
28,2,1,487128,942948,0,0,0
49,1,0,699108,806364,0,0,0
33,2,0,592188,795396,10,3,0
25,2,0,727032,884316,0,0,0
49,2,0,564348,924564,3,2,0
40,1,0,806028,1020888,5,4,0
24,1,4,639636,846780,0,0,0
39,2,1,639636,746256,8,3,0
24,1,0,597156,785208,0,0,0
38,2,0,600216,1170624,0,0,0
38,1,0,389808,673392,2,0,0
42,2,1,463128,822888,0,0,0
26,1,0,662736,812400,2,2,0
44,1,0,580188,804000,2,0,0
36,1,0,1017648,1358520,2,2,0
31,1,2,679200,1084092,2,2,0
44,1,0,597636,808464,4,2,0
48,1,0,603636,764424,2,2,0
49,1,0,853476,1170000,0,0,0
36,1,0,614136,742800,5,3,0
26,1,0,688008,819888,0,0,0
45,1,0,654708,753600,2,2,0
38,2,0,490728,1298148,3,3,0
45,2,1,699108,789312,5,3,0
32,1,0,585636,809400,0,0,0
35,1,0,544188,784416,10,2,0
42,1,0,694956,895908,11,4,0
44,1,0,725892,875916,0,0,0
28,2,3,922368,1335408,0,0,0
25,1,0,694308,1024488,0,0,0
47,1,0,783708,975012,10,4,0
41,1,0,772584,880800,0,0,0
31,1,0,681108,865308,2,2,0
25,2,0,885012,1291200,0,0,0
35,2,0,699636,887172,3,3,0
38,2,0,790728,1043400,2,0,0
41,2,0,556188,852540,8,3,0
36,1,0,626436,979980,0,0,0
33,1,0,872604,1049736,2,0,0
46,1,0,679908,781776,13,7,0
44,2,1,712164,893556,2,0,0
35,1,0,671508,806376,0,0,0
25,2,0,802584,1004400,0,0,0
40,2,0,468888,767484,0,0,0
34,1,0,665868,835776,0,0,0
36,1,0,815028,979752,0,0,0
27,1,0,699108,1103868,0,0,0
50,2,0,536460,916068,3,3,0
32,1,0,470664,784320,0,0,0
44,2,1,729756,885756,0,0,0
32,2,0,609636,804408,0,0,0
28,1,0,904200,1034400,0,0,0
40,2,0,644388,792624,2,2,0
43,2,0,449268,790200,14,6,0
33,1,2,526728,631668,0,0,0
47,1,0,790584,960504,6,4,0
32,2,1,684156,967236,0,0,0
27,2,0,556188,825036,0,0,0
48,2,0,1074996,1949052,2,2,0
48,2,0,786828,900000,2,0,0
25,1,1,790584,947400,0,0,0
29,2,0,781584,970008,0,0,0
24,2,0,705108,866160,0,0,0
27,2,0,713364,949824,3,2,1
42,2,1,527076,888444,4,3,0
22,1,0,637188,940416,0,0,0
34,1,0,915948,1248204,4,4,0
46,2,1,645636,901152,3,2,0
34,2,0,699108,1152000,0,0,0
41,2,0,484728,757800,4,4,0
47,2,0,770556,924000,0,0,0
42,2,0,722364,868128,6,2,0
45,2,0,538188,837252,3,2,0
43,1,0,612936,736656,0,0,0
29,1,0,578988,779580,2,2,0
44,2,0,1150788,1991640,2,2,0
36,2,0,686808,818472,2,2,0
47,1,0,932208,1121400,2,2,0
42,2,0,648036,869136,2,2,0
26,2,0,651108,898092,2,2,0
41,2,0,699108,988440,0,0,0
37,2,0,722556,876000,7,2,0
28,1,0,696036,857556,0,0,0
34,1,0,345564,1122948,6,2,0
24,1,0,600036,818520,0,0,0
26,1,0,413268,711420,0,0,0
29,2,0,556188,777456,0,0,0
30,2,0,849804,1129212,3,3,0
41,2,2,841284,1402596,0,0,0
27,1,0,549660,856344,0,0,0
38,2,1,551004,818952,13,7,0
28,1,0,675108,815280,3,3,0
44,2,0,603636,738000,0,0,0
31,1,0,861804,1176612,6,3,0
28,2,3,600936,756000,0,0,0
41,2,0,612936,932400,0,0,0
47,1,0,820584,928536,4,2,0
26,1,0,639636,811428,2,0,0
42,2,0,550548,890832,6,3,0
29,1,0,699108,889728,3,0,0
31,1,0,602436,772584,2,2,0
27,1,0,818028,984000,0,0,0
40,2,1,649356,825612,2,2,0
30,1,0,944232,1320528,3,3,0
45,1,0,738564,881748,0,0,0
47,2,1,685908,841092,3,2,0
39,1,0,582696,744348,0,0,0
36,2,0,427452,812916,2,2,0
29,1,0,844656,1199400,0,0,0
37,1,0,404928,816624,0,0,0
44,2,0,661908,815772,2,2,0
36,2,0,636936,830040,2,0,0
28,1,0,945552,1297800,6,3,0
32,2,0,546588,731040,2,0,0
47,2,0,520728,758520,15,5,0
30,2,0,693108,972000,2,2,0
28,2,1,685356,890580,0,0,0
28,2,0,615636,905412,0,0,0
32,2,0,718956,948264,0,0,0
27,1,0,638136,730800,0,0,0
28,2,0,739788,893676,5,2,0
43,2,0,478728,841560,2,0,0
40,2,0,708156,855948,79,18,1
46,2,0,332748,890400,2,0,0
41,2,0,756156,916836,4,2,0
48,2,0,948948,1141764,0,0,0
33,1,0,722556,830136,0,0,0
24,2,1,580188,737232,2,2,0
45,1,0,782028,924000,0,0,0
38,1,0,557940,753732,0,0,0
36,1,1,658956,768624,3,3,0
32,1,0,427668,563520,2,2,0
35,2,1,675108,761172,4,2,0
31,1,0,612636,815772,0,0,0
25,2,0,521148,857352,0,0,0
50,2,0,544188,806760,0,0,0
30,1,0,726564,944340,0,0,0
39,2,2,790584,902088,0,0,0
29,1,0,639636,819480,0,0,0
31,2,0,694200,801684,7,4,0
46,2,0,667356,800964,0,0,0
41,1,0,722556,855480,0,0,0
30,2,0,659508,844656,0,0,0
33,2,0,687108,824316,11,6,0
44,2,0,684156,880008,0,0,0
40,1,3,609336,905196,0,0,0
29,2,3,634692,810060,0,0,0
47,2,0,580800,669540,0,0,0
28,1,0,996396,1344624,0,0,0
38,2,1,435108,661680,3,3,0
26,1,1,780828,957456,0,0,0
41,2,3,642936,749760,2,2,0
22,1,0,639636,886344,3,0,0
34,2,0,763764,952920,7,4,0
39,2,0,672156,821784,10,4,0
23,1,1,877476,1303968,0,0,0
29,2,0,657108,817332,0,0,0
32,1,0,675108,821856,9,4,0
29,2,0,508728,1100988,3,2,0
35,2,0,388092,508680,8,3,0
27,1,0,451668,688788,3,2,0
36,1,0,662916,860268,2,0,0
31,2,0,1181868,1620000,3,3,0
32,2,0,864876,1289844,0,0,0
35,1,0,443268,850836,0,0,0
43,2,0,612936,982080,2,0,0
48,2,3,884208,1319196,2,0,0
48,1,0,1175880,1374000,17,5,1
45,2,0,690708,870000,15,13,1
31,1,1,867804,1291968,0,0,0
34,2,0,651636,898428,8,0,0
32,1,0,624552,854472,5,4,0
46,1,0,1135080,1368000,7,6,0
22,1,0,377808,850656,0,0,0
40,2,0,740364,900216,0,0,0
26,2,0,615636,858264,3,2,0
34,2,0,551388,817800,0,0,0
30,2,1,707364,953340,3,2,0
26,1,0,635256,808728,0,0,0
35,1,0,909012,1152000,2,2,0
43,1,3,513864,870432,3,0,1
26,1,0,964632,1425864,2,2,0
49,2,0,665508,794712,2,0,0
41,2,0,475068,750768,7,6,0
33,2,1,788028,1284960,2,2,0
33,2,0,413268,733128,0,0,0
48,1,0,583140,821472,3,2,0
37,1,0,699108,895200,0,0,0
47,2,0,766584,975960,2,2,0
46,2,0,657864,784416,2,2,0
35,2,0,737556,894480,7,6,0
36,2,3,785988,1079856,2,2,0
26,1,1,684156,877344,0,0,0
31,1,0,598452,907848,0,0,0
37,1,0,629736,827160,2,2,0
23,1,0,873804,1312800,3,3,0
31,1,0,694308,942900,0,0,0
43,1,0,658956,815412,0,0,0
38,1,1,746556,851172,0,0,0
29,2,1,432312,847044,0,0,0
27,2,1,624936,877440,0,0,0
33,2,0,691884,860028,0,0,0
34,2,0,619836,964812,0,0,0
43,2,3,764964,1191384,0,0,0
38,2,0,706956,901320,2,0,0
30,2,0,683508,920952,2,0,0
28,1,0,894000,1369440,0,0,0
37,2,0,728556,829800,3,2,0
24,1,0,734556,1261680,0,0,0
49,1,0,699108,820980,0,0,0
40,2,0,532728,872328,5,3,0
41,1,0,711108,1020000,3,3,0
29,1,0,778788,1012872,0,0,0
34,1,0,734556,853860,0,0,0
41,2,0,608436,787344,2,0,0
27,1,0,687108,1229352,0,0,0
33,1,0,594000,881280,0,0,0
36,2,0,451668,784728,12,5,0
32,2,0,527028,732444,0,0,0
48,1,0,853476,1207692,2,2,0
44,2,0,660360,892800,0,0,0
38,2,0,577392,717600,0,0,0
47,2,0,508728,832128,0,0,0
46,2,0,576588,870600,0,0,0
34,2,0,669108,828156,0,0,0
25,1,0,559740,697080,0,0,0
43,2,1,699108,1003800,2,0,0
30,2,0,684156,1101156,0,0,0
47,1,1,708756,900636,7,4,0
36,1,0,626436,1001808,4,3,0
