,Unnamed: 0,Monthly_Inhand_Salary ,Accounts of user,Credit cards user have,Interest Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Outstanding_Debt,Total_EMI_per_month,Amount_invested_monthly,Monthly_Balance,Utlization Ratio,Credit Inquiries,Cumulative Balance,Cash Flow,Credit Score
1311,1311,12108.89667,4,6,14,3,26,18,1.78,247.08,218.4820356,135.5117927,1096.895838,71,10,2002,209,Standard
1816,1816,1761.31,8,5,30,2,28,25,7.88,1716.82,27.39466745,25.33711179,373.3992208,82,2,4894,2829,Standard
3143,3143,9204.2525,0,5,11,1,4,9,11.34,671.46,68.48670349,274.6439378,827.2946087,97,0,3610,1375,Good
3400,3400,5325.023333,6,5,27,5,35,23,17.51,3886.33,160.2043195,241.7329959,400.5650179,95,12,1400,2119,Standard
5798,5798,1237.98,6,6,18,4,11,11,10.07,97.99,25.0378665,103.6202633,285.1398702,71,19,4908,3983,Best
7611,7611,2739.03,8,3,14,2,4,15,11.53,1301.87,34.6115848,104.5320394,384.7593758,86,15,1918,1402,Best
5445,5445,3300.939167,0,4,1,2,9,0,-0.8,511.85,50.85101407,305.8498656,243.393037,77,0,4525,4832,Best
5883,5883,2623.714167,4,7,20,1,30,16,13.81,87.33,19.87326286,315.7179983,216.7801555,76,15,3906,1671,Best
2517,2517,10709.9125,1,3,7,4,15,9,7.34,244.18,320.6760011,193.8979769,796.417272,96,10,1007,947,Standard
1877,1877,1449.841667,6,3,33,6,21,13,9.28,2034.21,43.98817153,127.6548488,263.3411463,83,17,2527,4406,Standard
671,671,6951.446667,8,8,22,5,29,16,18.75,4736.25,240.7514411,187.5039006,546.8893249,71,8,2188,2455,Standard
2049,2049,5168.883333,9,6,18,6,58,22,0.52,2517.0,187.7035449,197.7433966,381.4413918,94,0,1983,1106,Standard
1292,1292,5133.1325,3,6,7,4,27,10,9.37,1138.71,174.4163184,500.6386853,118.2582462,83,15,4637,4083,Best
2847,2847,2741.299167,8,3,6,7,12,16,7.19,788.4,143.7567213,207.9954809,212.3777145,87,18,3170,2871,Best
1082,1082,2851.1875,7,5,11,3,26,10,6.97,1343.67,77.54612497,58.05282439,409.5198006,71,18,4555,417,Best
5781,5781,1591.551667,4,3,6,4,9,16,15.94,1646.72,29.95122537,183.3383677,235.8655736,86,15,3817,1492,Best
4260,4260,5961.745,5,5,10,3,5,0,14.51,493.15,178.4709645,509.0220033,178.6815322,80,7,2145,627,Standard
356,356,873.1079167,5,8,33,6,17,16,5.12,2569.3,71268.0,96.30724364,255.5848048,88,10,4461,2879,Standard
2193,2193,2325.733333,6,6,26,9,53,25,3.02,1309.32,200.4641583,257.3802671,64.72890794,92,13,4281,1776,Standard
2503,2503,10899.15333,7,6,18,3,9,20,6.37,1043.09,226.7458196,182.6625076,930.5070061,73,18,3815,4544,Best
2499,2499,1173.226667,7,8,30,3,59,19,1.61,1452.82,30.45871672,81.55798094,265.305969,95,9,1517,580,Standard
5000,5000,1799.2475,8,3,1913,3,17,18,12.52,481.28,48.93924619,138.5538102,282.4316936,75,15,2181,695,Best
6596,6596,5884.905,7,4,12,5,18,10,17.49,965.14,226.9156156,109.2826359,502.2922485,78,18,2113,1386,Best
4200,4200,1203.188188,3,3,12,1,24,14,14.71,582.75,159.6093949,68.1580203,346.9676472,78,17,1910,2137,Best
1401,1401,2910.943333,9,10,22,4,36,18,16.47,2138.6,79.97784113,106.5251775,384.5913146,92,13,1781,2338,Standard
1201,1201,507.5954167,10,6,32,7,27,22,3.33,1636.23,32.40642842,19.33383879,289.0192745,98,16,1181,2776,Standard
1166,1166,3680.97,8,10,17,8,27,16,20.12,2770.15,160.255399,85.9954782,371.8461228,86,18,1893,3662,Best
7497,7497,11015.4,5,7,10,2,8,17,6.28,161.29,136.0498222,271.7530945,953.7370833,72,17,4935,1055,Best
2504,2504,10899.15333,7,6,18,3,7,20,19.37,1043.09,226.7458196,1075.468878,67.70063543,94,7,1115,3099,Good
983,983,1226.791667,5,4,12,2,13,13,1.95,990.35,18.02270353,106.6376179,268.0188452,76,3,2549,3642,Good
2138,2138,1438.293333,4,3,18,1,25,17,25.03,556.93,11.41861543,69.91947829,332.4912396,99,5,1112,969,Good
247,247,2518.839167,7,3,11,4,17,1106,5.68,919.76,73.23331848,104.1811039,324.4694943,79,16,4636,3157,Best
289,289,1904.950417,1,7,3,3,11,9,3.9,339.11,39.21491443,192.718754,248.5613732,76,12,2181,605,Best
2050,2050,5168.883333,9,6,18,6,58,22,0.52,2517.0,187.7035449,69.00395945,510.180829,82,10,2860,2490,Standard
973,973,4999.0425,6,5,19,9,43,24,28.7,4701.09,401.1213841,55.91007241,292.8727935,88,15,1345,4142,Standard
3427,3427,6511.01,9,6,27,5,21,17,0.72,2532.0,255.5801522,290.0749678,365.44588,85,9,4234,3830,Standard
3966,3966,6355.026667,5,1,3,4,7,4,3.3,870.51,211.2145253,313.8994207,370.3887207,70,14,3696,3466,Best
6408,6408,1276.770833,7,3,11,3,24,19,6.16,1361.06,20.46242131,76.47241431,320.7422477,73,15,2746,247,Best
5302,5302,3187.413333,3,3,5,1,35,13,7.58,1326.39,17.28816023,99.36071292,452.0924602,94,16,2602,1200,Best
7193,7193,4286.83,9,5,29,5,57,19,2.11,2545.1,120.8035149,283.8764613,314.0030238,75,18,3951,2067,Best
7540,7540,1848.758333,3,6,8,3,23,17,10.65,30.31,39.84069977,28.20157948,366.8335541,82,19,4533,3910,Best
1908,1908,1176.39875,0,6,2,3,14,9,6.86,1229.08,33.29976354,144.7429266,229.5971849,93,3,4528,3142,Good
6207,6207,1335.4925,5,1,5,3,11,7,9.36,1307.4,30.15286078,21.56719394,321.8291953,71,16,1619,723,Best
375,375,9810.93,8,4,20,4,15,21,9.76,140.26,301.5608682,170.9842009,758.5479309,75,18,3972,1900,Best
6556,6556,835.4583333,10,5,15,6,23,19,3.2,1457.21,45.24387352,46.38893374,271.9130261,73,17,4813,2707,Best
5338,5338,4669.833333,3,1047,6,3,9,-1,9.86,776.03,79.12661299,84.0719261,563.7847942,75,15,4495,4422,Best
5226,5226,1729.628333,4,7,15,4,26,14,11.46,877.44,78.25312442,99.29499181,265.4147171,75,18,2057,2751,Best
6314,6314,10210.52,2,4,10,1,13,7,0.45,1424.04,59.65608314,195.5110379,1005.884879,73,19,3552,2445,Best
5422,5422,6885.45,5,3,8,2,13,2,11.79,1386.36,120.239341,85.43219368,722.8734653,72,13,1867,675,Best
4231,4231,1663.914167,10,6,24,3,33,25,1.33,1689.38,47.7843405,95.55261199,293.0544642,92,7,2591,689,Standard
1939,1939,5743.0475,4,6,1,4,14,21,10.35,484.43,230.4557841,178.3245943,415.5243716,70,6,3160,104,Good
5667,5667,1176.78875,7,6,6,1,29,9,15.28,1327.33,13.51462475,85.79254027,308.37171,70,19,3992,265,Best
5602,5602,11058.44,3,3,11,3,27,9,0.21,1209.32,21414.0,871.6939239,221.8654956,70,17,4596,2997,Best
4949,4949,1668.766667,4,5,14,4,15,16,9.74,1387.48,68.57490437,13.86776102,324.4340013,79,16,4367,587,Best
1270,1270,1593.56,1671,3,20,4,14,8,10.76,1050.18,40.98279994,69.54556914,318.8276309,74,17,4861,3959,Best
7469,7469,2984.23,6,10,18,9,31,19,19.08,4229.13,196.7778976,75.40106138,266.244041,98,14,4482,3703,Best
3743,3743,2554.8275,4,6,5,1,8,13,2.99,1202.05,21.44436799,202.050793,321.987589,77,17,2521,3032,Best
1864,1864,3067.209167,4,6,9,4,29,10,7.25,841.46,102.4625828,161.2501227,313.0082111,71,18,1386,3012,Standard
475,475,895.31375,6,3,18,3,7,13,14.39,181.68,26.51527996,45.37842493,307.6376701,70,19,3811,2375,Best
3381,3381,3177.56,4,6,14,3,11,11,8.08,1314.56,96.20398492,131.8269032,349.7251119,70,19,4638,2283,Best
1923,1923,4265.545,9,5,17,5,17,15,4.61,4381.27,131.1427793,353.6641236,211.7475971,82,12,4258,3740,Standard
7539,7539,10057.73667,5,870,10,2,27,18,15.32,240.52,183.4525866,111.9266908,960.3943893,90,14,1341,119,Best
7279,7279,8263.2225,4,6,16,4,5,16,1.13,871.36,255.8694112,753.9780965,96.47474232,70,19,2155,504,Best
7536,7536,3382.525,6,5,20,9,15,25,27.85,4653.37,165.1651252,93.35891789,339.7284569,70,16,2022,4276,Best
1910,1910,2571.805833,3,5,5,3,10,16,6.48,595.94,67.43888732,61.25247849,378.4892175,95,3,3870,1584,Good
3709,3709,941.5370833,7,5,14,1,21,18,0.69,954.97,7.42456818,26.30963699,330.4195032,77,15,1213,246,Best
1250,1250,9002.72,4,7,8,2,17,17,12.64,100.49,112.9312158,290.8584456,746.4823386,93,17,1102,3780,Best
1829,1829,3563.498771,5,5,10,3,17,5,7.7,443.01,193.578468,53.08495299,454.0081418,79,16,3245,2937,Best
3926,3926,1156.58,7,7,20,4,28,7,19.6,1461.76,46.00273232,24.03410832,305.6211594,72,18,2953,309,Best
4156,4156,2071.544167,7,5,14,2,11,17,11.51,33.85,31.8394143,129.8725602,305.4424422,75,14,1621,3495,Best
3256,3256,8474.980346,3,995,20,4,5,14,11.63,434.61,806.6026384,123.7415966,757.8964188,90,0,2596,2703,Good
178,178,6552.77,8,943,32,5,50,9,12.8,2497.34,222.6190561,124.6322882,548.0256556,85,19,1209,3777,Best
7481,7481,2710.673333,10,7,29,8,54,15,25.48,4031.88,189.4140288,34.62979498,287.0235095,71,13,1813,1893,Best
1833,1833,6184.92,6,6,23,7,31,14,16.57,3343.32,360.6812789,500.8134477,36.99727345,77,2,1832,4742,Good
851,851,2342.356667,5,3,4,4,1,-1,4.94,1483.59,98.46945408,80.5435778,305.2226348,97,2,2146,2007,Good
5465,5465,3117.101667,7,7,27,5,41,13,23.59,2801.32,88.28071514,116.7218121,376.7076394,73,15,1283,1679,Best
2890,2890,10390.4475,2,7,7,2,8,0,10.63,913.1,153.2690087,585.4232434,580.3524979,95,10,4450,2471,Good
6941,6941,1755.595833,160,7,2226,7,54,22,23.84,3893.01,96.18186282,138.0642215,231.313499,76,14,3429,1988,Best
2250,2250,7635.2,3,7,8,-100,5,8,4.17,44.85,295.31375,399.9046963,328.3015537,73,16,1293,3732,Best
5714,5714,4697.666667,6,5,9,2,14,17,11.56,469.89,69.26616417,300.0621857,370.4383168,79,13,3385,2283,Best
198,198,2651.8625,5,4,14,7,29,9,18.8,523.56,57516.0,106.448575,322.0163948,71,16,1967,3084,Best
6406,6406,4501.453268,6,4,13,3,19,16,11.38,1457.8,672.6773036,147.1773206,508.1471077,73,17,4501,2995,Best
6719,6719,836.1258333,3,7,13,4,17,19,19.56,762.58,5379.0,94.22709317,241.8579591,71,17,1862,4652,Best
2152,2152,1783.836667,7,9,20,6,48,22,24.57,4542.88,91.45962738,40.66082007,286.2632192,86,17,3596,1317,Standard
6070,6070,1335.355833,6,5,29,6,35,25,28.12,3762.64,78.44723488,167.441385,177.6469634,70,18,1050,1379,Best
5123,5123,10971.85,7,4,5,1,18,8,18.32,61.98,68.89613597,411.7201238,866.5687402,74,10,2049,1381,Best
6220,6220,932.59875,8,246,6,1,16,15,3.55,16.3,10.9625847,90.56615744,271.7311329,93,19,3214,2016,Best
7207,7207,2808.825833,4,6,16,2,28,17,7.67,362.48,29.91407646,78.21598561,442.7525213,80,19,1290,3218,Best
2380,2380,4453.13,7,6,15,7,62,19,2.0,3793.7,238.7902986,167.9790228,288.5436786,96,14,3642,4248,Standard
7020,7020,7250.096667,8,4,6,3,16,20,10.26,718.53,141.3820546,89.82931905,733.798293,71,15,2645,1128,Best
6908,6908,5406.181667,3,2,12,1,15,11,9.78,911.08,34.69980106,86.17919804,659.7391676,76,19,3252,3848,Best
1565,1565,2434.233333,5,4,15,6,19,18,24.5,881.36,73.81546182,24.91957135,384.6883002,78,14,3542,2262,Best
4493,4493,5231.416667,4,7,5,3,22,16,10.46,1721.85,147.774374,37.80861293,577.5586797,73,18,3928,3473,Best
6605,6605,9485.65,1,3,4,3,4,5,6.04,655.91,158.4753662,339.7581511,700.3314827,72,17,1712,3171,Best
5586,5586,1604.704167,7,5,20,-100,51,22,23.28,4524.72,122.8749656,197.2309806,130.3644704,74,16,4331,4956,Best
69,69,2697.51,9,8,25,7,52,12,13.96,2686.81,185.1119826,224.0932041,150.5458134,70,14,3559,1266,Best
4707,4707,5595.363333,3,3,26,3,23,18,18.77,1688.0,86.77099226,323.061698,419.7036431,72,18,4628,2799,Best
3585,3585,3080.555,2,3,2,3,6,10,1.72,711.09,70.47947806,198.2073212,309.3687007,97,2,4517,2313,Good
5256,5256,4859.09,10,6,21,9,44,23,27.19,4198.06,336.8419981,122.8015125,276.2654894,75,19,4188,2394,Best
4970,4970,3318.7225,4,3,2304,1,0,0,8.34,364.95,22.37777689,176.1452659,403.3492072,78,16,3725,4007,Best
3440,3440,825.1775,7,6,27,8,40,16,5.9,1912.96,39.80552904,16.37046101,266.3417599,73,18,1663,1921,Best
4390,4390,2839.390833,1026,6,5,4,1,-2,5.84,51.5,91.42912178,376.5949369,105.9150247,77,16,3128,1578,Best
3449,3449,4758.99,7,10,30,6,16,16,4.04,4569.66,192.165937,266.0057374,287.7273256,96,10,3194,3313,Standard
6685,6685,2664.193333,8,8,30,5,24,21,15.72,4070.33,119.9600422,53.83633062,352.6229606,73,19,1382,3090,Best
2349,2349,1284.341667,9,9,30,9,55,18,5.63,1860.55,64.65800881,50.6291824,303.1469755,86,12,1601,3620,Standard
2654,2654,3937.836667,7,6,7,7,25,9,9.25,1017.45,147.6953289,119.9625622,376.1257756,87,5,4418,4718,Good
2885,2885,3523.5175,7,7,25,6,46,17,28.89,2757.48,122.4826703,259.4418527,240.4272271,81,14,1501,2565,Best
1866,1866,6841.473333,8,4,8,4,30,7,4.29,428.42,217.5013988,174.8617068,561.7842277,71,13,2499,3701,Best
2195,2195,2325.733333,6,6,26,9,50,25,3.02,1309.32,3323.0,89.00975087,193.0994241,71,19,2971,3459,Best
129,129,6810.19,10,9,25,9,20,19,16.25,3053.16,574.0657979,192.4731148,174.4800873,75,19,2810,2672,Best
960,960,772.1229167,6,6,19,-100,39,17,24.98,4833.08,52.06513502,16.8415769,258.3055797,70,19,2274,1137,Best
2796,2796,10731.29,5,1,1,4,-2,9,-4.35,563.31,287.1611885,176.3618238,849.6059878,90,2,1835,3812,Good
217,217,3969.5975,6,6,29,7,47,20,23.21,3818.57,248.5998859,316.1728449,102.1870192,99,8,3662,1043,Standard
2663,2663,1587.629167,10,6,34,8,32,15,9.12,1682.62,116.5271836,54.49633363,237.7393995,96,8,4572,2527,Standard
4043,4043,2721.720833,4,5,1227,3,3,7,7.84,7.44,64.56425916,85.65220927,371.9556149,88,16,2340,2132,Best
2951,2951,961.1533333,7,5,17,2,9,10,6.72,1188.36,18.24716129,66.25001248,301.6181596,70,15,4533,271,Best
7233,7233,2841.55,6,7,5,2,7,10,7.55,1240.48,36.26074809,106.1091547,391.7850972,75,15,2809,2330,Best
7169,7169,984.2883333,8,7,17,5,65,16,28.66,4303.0,34.45915838,39.35475656,314.6149184,72,14,3067,4370,Best
6422,6422,3097.696667,8,10,21,-100,33,20,20.0,4241.52,252.2556008,226.0309132,101.4831527,76,19,4334,2079,Best
2561,2561,1562.456667,8,8,27,7,37,25,3.82,3723.83,94.15938052,97.60187436,224.4844118,86,10,2771,891,Standard
4780,4780,8643.776667,3,5,16,1,14,13,10.31,605.34,74.15866353,152.2626082,877.9563949,73,15,2521,2099,Best
346,346,11203.72667,3,3,10,2,14,5,10.28,89.68,144.8306823,173.5108019,1042.031182,93,2,2054,2791,Good
6961,6961,6734.6675,5,6,15,3,9,10,19.2,314.62,147.1020816,251.5625368,564.8021316,72,17,2045,1297,Best
3800,3800,5710.231667,1,3,12,2,14,5,11.07,1171.73,68.54205265,66.86314573,675.6179683,91,1,3302,1487,Good
4800,4800,1469.108333,5,7,15,2,18,17,18.32,1960.58,23908.0,123.6348932,298.7144781,89,17,4340,4258,Best
163,163,3651.896667,8,5,31,3,62,20,3.81,1936.79,102.2833975,150.747271,362.1589981,71,16,4589,4204,Best
45,45,2415.855,8,7,14,5,16,13,7.83,758.44,101.3286374,311.9993475,118.2575152,70,17,3717,4460,Best
2583,2583,1611.188333,7,6,15,2,12,15,11.26,624.36,14.57856681,144.1503652,292.3899013,74,18,1444,2960,Best
6611,6611,1762.813333,3,5,19,2,26,12,13.58,1447.93,29.2954665,58.2445028,348.741364,78,16,4648,4906,Best
6025,6025,8805.2675,0,4,7,3,11,2,9.39,513.1,245.5260121,96.23096561,778.7697723,75,19,3208,507,Best
7606,7606,1619.755833,10,10,32,3,23,25,16.31,2341.96,38.9631883,99.99638071,283.0160143,74,15,1751,1364,Best
1039,1039,2471.638333,4,7,12,6,10,8,9.95,70.82,134.6917202,105.7171953,266.7549178,73,11,4806,3272,Standard
2917,2917,4636.7675,5,5,8,3,13,16,19.38,1942.0,84.02175113,183.2609083,446.3940905,73,15,3464,1357,Best
7031,7031,1101.8175,8,6,5,5,19,11,10.23,781.33,61.78428162,65.58558707,272.8118813,75,19,2158,663,Best
6303,6303,4733.6425,6,5,8,3,5,15,13.82,1458.84,87.35712884,155.3156872,510.6914339,85,14,3408,4100,Best
5135,5135,1991.9125,4,5,11,-100,6,14,17.74,141.14,64.30119007,75.4172132,339.4728467,79,18,1273,409,Best
4130,4130,6913.963333,10,10,19,6,21,21,7.76,2671.76,361.7776439,167.0546834,412.564006,72,9,4275,1568,Standard
1463,1463,3994.065,7,6,28,6,25,20,4.59,3150.66,217.2670403,38.6691702,383.4702895,76,16,3948,243,Best
4071,4071,886.9158333,10,8,25,7,49,24,20.88,4265.64,32.26666966,92.33220306,254.0927106,71,17,3283,4858,Best
2632,2632,13560.54667,0,7,12,2,2,3,1.59,1171.5,54401.0,547.1511402,833.0793635,82,19,3398,2102,Standard
7157,7157,1534.466667,9,10,25,9,25,24,26.92,4837.96,69.93684385,33.00045085,290.509372,87,17,1308,2289,Best
645,645,3287.2825,1,2,7,3,1,7,11.81,315.36,69.05565634,122.3535865,417.3190072,95,5,2360,2192,Good
7191,7191,5418.6175,4,5,18,4,30,15,12.62,668.14,157.2174257,153.7067187,480.9376057,85,19,3915,955,Best
2893,2893,4688.115,7,5,19,4,19,12,15.11,259.63,105.8533062,286.1862718,366.771922,75,16,2227,4686,Best
723,723,757.9845833,4,4,8,7,12,6,17.16,2195.63,55.9509731,23.09480989,266.7526754,86,18,3667,255,Best
2262,2262,2429.5425,3,3,20,3,31,20,8.57,1277.91,64.91936303,256.0579887,211.9768983,81,17,2833,4276,Best
1272,1272,1593.56,3,3,20,4,11,8,10.76,1050.18,40.98279994,22.71337298,335.6598271,71,14,1073,666,Best
5408,5408,8142.15,4,3,13,2,5,8,8.09,85.31,142.7062527,457.4533481,474.0553992,77,19,3298,4179,Best
5304,5304,656.6766667,7,6,19,5,30,6,8.66,1335.15,26.2338473,87.18661092,242.2472084,70,16,1541,3174,Best
7003,7003,8557.0375,7,3,4,3,26,8,11.37,1320.03,79135.0,187.6581637,697.8409732,82,19,2258,4034,Best
1599,1599,1345.25875,1,7,3,2,15,11,6.63,70.66,15.77502673,48.14062659,360.6102217,78,14,1460,2058,Best
1734,1734,1670.771667,4,1323,7,2,19,11,11.16,2264.71,19.38188173,56.05226398,351.643021,70,16,2674,1556,Best
7357,7357,4175.126667,4,5,9,6,30,17,8.69,1182.62,162.1273361,148.8345872,386.5507434,82,17,1891,1788,Best
3005,3005,1612.111667,0,7,8,2,10,9,2.89,863.66,27.30133708,138.3318835,285.5779461,90,16,2564,4102,Standard
5944,5944,4839.28,8,7,15,5,5,17,18.18,2124.47,222.1668798,373.2840285,158.4770917,77,19,4144,230,Best
5417,5417,1121.82125,4,8,24,2,24,9,17.08,2549.63,54980.0,124.2798379,263.2388526,71,18,4048,2619,Best
2207,2207,2514.596667,3,2,11,1,14,6,10.68,1447.48,19.58476939,82.70910892,409.1657884,88,19,2676,4333,Best
4876,4876,1880.13,8,8,30,5,24,22,17.01,4312.41,69.02096028,14.62706589,344.3649738,72,17,3132,1569,Best
3665,3665,1649.9575,3,1,4,2,7,5,1.11,399.44,31.85522003,36.7314045,336.4091255,77,2,4862,4764,Good
376,376,9810.93,8,4,20,4,11,17,9.76,140.26,301.5608682,386.4132287,543.1189031,73,17,2913,854,Best
597,597,14258.02667,4,7,9,1,7,5,6.06,967.23,107.8108996,283.6913533,1284.300414,94,2,1590,398,Good
7269,7269,2293.5825,8,7,16,1,14,10,8.97,796.54,12.70016251,50.00989587,416.6481916,77,18,3954,1419,Best
6447,6447,6862.08,6,6,10,4,9,15,16.54,1004.8,54328.0,249.4790317,469.3856879,76,11,2874,3088,Best
3833,3833,3344.055833,0,5,1,1,14,9,3.09,1292.8,25.52060507,224.6055641,374.2794142,86,4,3491,1926,Standard
457,457,5591.406667,8,4,15,4,29,15,14.7,1635.19,127.8260613,141.9399726,549.3746327,78,14,4873,2144,Best
160,160,6449.373333,9,5,29,7,27,15,15.27,1746.9,291.7827603,399.2485836,233.9059894,81,7,4799,115,Standard
3673,3673,2956.938333,6,5,29,7,56,16,6.46,1747.01,174.0963657,185.3748899,196.2225777,93,11,4482,3021,Standard
4699,4699,5654.4525,6,3,8,2,27,19,1.17,535.22,58.41828838,82.12020315,664.9067585,75,18,4653,603,Best
6626,6626,7607.265,8,4,7,2,8,11,18.42,141.75,77845.0,900.2500359,9.903646232,70,18,4066,199,Best
6100,6100,7031.0375,2,7,8,3,5,0,4.91,1317.56,136.2777563,144.3212771,682.5047166,72,16,2270,440,Best
2621,2621,1646.647917,3,7,5,4,10,8,4.01,841.07,46.33143453,63.27352529,315.0598318,99,2,3690,1108,Good
1699,1699,712.2970833,5,9,28,2,27,16,8.5,1710.58,8.72497059,68.53376141,273.9709763,72,17,1957,2499,Best
1647,1647,4844.725,3,3,20,2,34,17,16.47,1582.55,88.71604214,423.0969814,262.6594765,79,14,3697,1394,Best
3782,3782,1430.222917,6,3,10,3,27,12,0.94,698.05,34.03249572,10.83701544,338.1527805,95,4,4374,1557,Good
1821,1821,2903.82,7,3,12,5,28,16,25.3,886.09,68.75864919,296.8832382,214.7401126,86,16,4272,2421,Best
5354,5354,1740.539167,6,3,14,4,1,7,13.74,749.95,49.34866632,119.2737917,275.4314586,81,14,4505,307,Best
6458,6458,3174.444167,5,1,8,2,4,4,3.59,1039.62,57.34345,223.8116953,326.2892713,73,16,4867,3228,Best
7419,7419,8101.986667,6,6,19,1,8,18,6.94,999.36,64.96133685,598.2463611,426.9909687,90,17,2409,4464,Best
2795,2795,5212.776667,4,3,7,3,19,13,11.71,1441.44,120.8504403,76.15493041,574.272296,78,19,1549,611,Best
576,576,10514.2025,0,1,9,3,14,4,7.33,1197.33,168.0066864,76.87560345,1046.53796,70,17,2048,2741,Best
6740,6740,7622.486667,7,3,12,3,19,14,8.81,780.59,186.5986451,708.3049793,147.3450423,72,16,1724,405,Best
6349,6349,1333.236667,7,6,8,4,2,13,0.29,217.4,35.56976024,26.10461078,311.6492956,74,14,3702,2189,Best
7180,7180,775.5266667,8,10,26,7,46,14,17.48,1649.28,44.25073854,46.98329168,276.3186364,78,16,1906,3952,Best
7129,7129,2329.410833,4,7,7,2,23,16,10.92,607.5,38.73726434,294.8717895,189.3320295,71,10,2138,1422,Best
5003,5003,2532.665671,8,10,28,9,38,22,29.29,2753.45,140.9367155,100.0584039,205.8508767,79,16,4343,1987,Best
1636,1636,2632.08,0,5,10,3,3,7,11.19,344.4,74.63775566,102.971543,335.5987013,93,2,4969,3963,Good
2358,2358,1775.1975,6,10,18,4,24,16,6.66,1401.52,55.14451408,50.53626926,321.8389667,70,14,1047,4735,Best
2974,2974,1659.141667,6,5,15,2,21,18,11.14,1490.65,29.92158094,115.1638812,290.8287045,91,11,3849,690,Standard
2330,2330,3942.115,4,10,17,2,27,8,16.34,2632.69,49.80258503,443.4270785,190.9818365,93,10,3313,2159,Standard
1580,1580,8595.465,4,6,5,4,12,18,7.07,462.11,224.5107863,340.9522734,544.0834403,78,14,3763,1740,Best
6939,6939,3527.909167,4,4,12,3,-2,15,9.17,821.71,87.56433607,86.86138787,428.3651927,76,19,2835,1472,Best
1870,1870,6841.473333,8,4,8,4,27,9,4.29,428.42,217.5013988,65.04362451,641.60231,90,1,1525,3318,Good
2709,2709,3972.206667,8,4,9,4,14,17,17.98,1484.58,116.0194488,240.3842047,310.8170131,79,16,4599,696,Best
4267,4267,3303.696667,6,3,16,7,8,11,17.06,701.68,154.5252111,35.93874159,389.9057139,74,18,3220,3193,Best
897,897,6453.933333,4,4,32,2,27,8,9.62,2024.84,97.89725769,565.2692953,262.2267803,90,12,2483,2908,Standard
4438,4438,994.1704167,9,6,18,-100,31,17,16.66,3599.97,27.59459097,30.09308313,321.7293676,71,17,3218,2378,Best
407,407,5190.618333,8,5,2398,3,11,20,-4.48,203.03,107.9372413,66.87314027,594.2514518,73,19,2438,1137,Best
4539,4539,4279.69,7,10,27,4,54,20,12.52,2592.58,116.0039892,138.6541333,433.3108775,96,11,4168,2238,Standard
4128,4128,1268.8,5,10,27,5,24,13,11.66,2004.47,35.28391361,39.82381922,301.7722672,82,18,2575,2940,Standard
5967,5967,3454.528333,5,6,12,2,13,2,4.18,1194.28,56.31142051,36.81438811,492.3270247,72,10,4974,2178,Best
2752,2752,6168.146667,7,7,17,8,52,15,2.58,4439.92,297.917684,373.9449848,224.9519978,90,11,3019,2506,Standard
1572,1572,6537.266667,5,5,6,1,13,2,5.48,467.99,42.52959454,466.4601098,414.7369624,93,0,3487,1055,Good
1981,1981,6952.996667,0,4,11,1,17,2,4.41,152.98,42.74236078,381.8939945,560.6633114,71,17,4448,522,Best
4114,4114,1263.087083,5,4,17,4,17,16,7.89,843.67,27.77590536,42.93752111,345.5952819,74,8,1019,4536,Best
5046,5046,8853.5575,5,7,5,3,18,16,14.65,555.27,163.6445971,166.6388882,795.0722647,76,19,4916,762,Best
3501,3501,6609.58,9,7,21,8,50,17,6.18,4298.96,52667.0,160.9248001,303.020447,80,9,3205,3158,Standard
2872,2872,1181.144167,6,8,30,5,27,21,15.49,4445.87,61.85078441,140.1435101,206.1201221,72,13,4878,1770,Best
