Property_Type,Property_Area,Number_of_Windows,Number_of_Doors,Furnishing,Frequency_of_Powercuts,Power_Backup,Water_Supply,Traffic_Density_Score,Crime_Rate,Dust_and_Noise,Air_Quality_Index,Neighborhood_Review,aqi_range
0,151,3,2,2,0,0,0,6.97,0,1,157,3.77,3
0,994,2,3,2,0,0,3,5.8,0,1,102,4.79,2
0,370,2,1,0,1,0,3,6.52,0,1,124,4.13,2
2,1072,6,1,1,0,0,2,6.42,0,1,93,4.48,1
3,3991,13,2,1,0,0,2,6.75,0,1,133,4.43,2
3,3189,9,2,1,1,0,2,5.71,1,1,105,3.22,2
0,569,4,1,1,2,0,1,7.61,0,1,121,2.87,2
4,297,0,2,2,0,1,0,6.08,0,1,116,3.83,2
5,1498,2,4,2,0,-1,2,6.34,0,1,148,4.41,2
2,735,7,3,1,0,0,1,6.95,3,1,129,2.24,2
1,1844,3,4,1,1,1,1,6.96,0,1,85,3.55,1
2,971,6,2,2,3,1,3,7.03,1,1,133,2.23,2
0,516,4,1,1,0,0,3,5.38,0,1,80,4.82,1
0,913,1,1,1,1,0,3,8.15,3,2,130,2.17,2
0,146,3,2,0,0,0,3,7.4,2,1,125,3.49,2
0,717,2,2,1,1,0,2,5.92,1,1,96,3.23,1
1,1799,3,4,1,3,0,3,7.65,0,1,116,2.88,2
1,1939,3,3,0,2,1,3,5.57,0,1,110,3.53,2
0,800,2,2,1,0,1,1,6.61,2,1,144,2.85,2
1,1246,4,3,1,0,0,3,5.55,1,1,101,4.16,2
0,731,1,3,2,0,0,3,5.64,0,1,118,4.77,2
1,1757,4,2,1,0,0,3,6.6,0,1,156,4.72,3
0,713,3,2,1,0,0,3,7.34,0,1,154,4.71,3
1,1802,2,4,0,0,0,3,6.47,3,1,161,2.83,3
2,1274,5,2,1,0,0,1,5.69,1,1,112,3.52,2
2,545,5,3,0,3,0,1,7.56,0,1,102,2.27,2
1,1212,2,1,1,0,0,2,8.3,2,2,182,3.04,3
2,721,7,3,1,1,0,1,6.02,2,1,141,2.23,2
3,3176,11,3,2,1,1,0,7.56,0,1,151,3.15,3
0,159,1,2,2,0,0,3,5.98,0,1,85,4.18,1
1,1298,3,3,2,2,0,3,5.87,1,1,120,2.88,2
0,332,1,2,1,0,0,1,7.49,0,1,107,4.14,2
1,1219,2,4,2,0,1,1,6.7,0,1,133,4.12,2
3,1942,15,3,0,0,0,2,5.52,1,1,101,3.85,2
2,814,6,2,0,1,0,0,5.61,1,1,80,2.62,1
1,2090,5,3,2,1,0,2,5.96,1,1,104,3.22,2
1,1378,5,4,0,1,0,3,6.86,0,1,123,4.13,2
2,682,7,1,1,0,0,3,8.33,2,2,131,3.42,2
3,3225,13,2,1,0,0,3,6.86,0,1,144,4.73,2
0,422,2,3,2,0,0,3,6.05,0,1,144,4.73,2
1,1156,4,4,2,1,1,0,5.22,0,1,96,3.23,1
3,2384,15,4,1,0,0,3,5.49,0,1,113,4.78,2
0,385,2,1,1,2,0,3,5.14,2,1,112,2.27,2
0,507,2,3,0,1,0,2,5.95,1,1,87,3.24,1
5,1033,5,1,0,1,0,2,3.9,0,0,20,4.03,0
1,1188,5,1,1,0,0,3,5.58,1,1,97,4.17,1
0,708,4,1,0,0,0,3,6.11,0,1,153,4.72,3
1,1570,2,4,1,0,0,0,8.13,1,2,196,3.02,3
0,849,2,1,0,3,0,1,5.29,0,0,84,2.3,1
1,1962,3,1,1,0,0,3,7.4,0,1,150,4.72,2
0,565,3,1,0,0,-1,3,7.16,1,1,110,4.14,2
3,2487,4,4,2,1,0,3,6.38,1,1,110,3.52,2
3,1947,10,5,1,0,1,3,4.28,2,1,94,3.55,1
3,2980,13,6,1,0,0,3,7.91,1,1,134,4.11,2
1,1936,2,2,2,0,0,3,5.78,0,1,93,4.8,1
2,1239,7,2,1,2,0,3,5.03,1,2,115,2.83,2
2,1089,4,3,1,0,0,2,2.84,0,0,43,4.63,0
0,623,2,3,1,0,1,1,2.91,1,0,42,3.69,0
0,285,4,2,2,0,1,3,6.42,0,1,82,4.81,1
1,2247,5,4,1,1,1,3,6.84,1,1,97,3.53,1
1,2046,3,1,1,1,0,3,4.98,0,1,110,4.16,2
1,1977,4,2,2,1,1,2,7.66,0,1,90,3.85,1
3,3466,15,2,0,0,0,3,6.37,1,1,99,4.16,1
2,729,6,1,0,1,0,2,6.5,3,1,122,1.94,2
0,432,4,1,1,0,0,1,7.39,0,1,82,4.18,1
0,284,2,1,0,1,1,3,4.81,1,1,84,3.56,1
1,1363,4,1,1,0,0,3,6.41,3,1,110,2.89,2
1,1225,2,1,0,1,0,3,5.86,1,1,92,3.55,1
3,3518,6,3,1,0,0,2,6.93,1,1,106,3.84,2
0,246,4,1,2,0,0,2,5.73,0,1,107,4.47,2
2,807,7,3,2,0,0,1,4.98,1,1,89,3.56,1
0,694,3,1,0,3,0,2,5.25,1,0,81,1.99,1
2,1228,6,3,1,0,0,3,5.78,1,1,82,4.19,1
2,673,7,1,1,0,1,0,5.68,1,1,82,3.25,1
1,1640,4,4,2,0,0,3,5.96,2,1,94,3.54,1
3,3630,10,4,1,1,0,1,7.68,0,0,81,3.55,1
0,595,3,1,1,0,0,2,7.17,3,1,115,2.57,2
0,840,1,3,0,1,1,2,4.95,0,1,88,3.87,1
0,906,2,1,1,2,0,1,6.5,0,1,135,2.86,2
3,2114,9,2,1,0,1,3,7.49,0,1,80,4.81,1
0,577,2,3,1,1,0,3,7.77,0,1,133,4.11,2
1,1777,3,3,2,0,0,3,6.62,0,1,132,4.75,2
1,1585,2,3,0,0,0,3,8.01,2,2,179,3.36,3
1,1764,4,4,1,0,0,3,7.01,0,1,158,4.71,3
3,3769,6,2,2,0,0,3,6.25,0,1,136,4.74,2
0,264,3,2,1,0,0,3,7.2,1,1,150,4.09,2
1,1184,4,4,1,0,0,3,6.85,0,1,115,4.77,2
0,687,3,1,1,1,0,1,5.06,0,1,117,3.52,2
0,391,3,1,0,0,0,2,7.49,1,1,134,3.8,2
0,151,2,1,2,0,0,3,6.81,0,1,144,4.73,2
0,213,2,3,0,0,1,3,5.28,1,1,632,4.16,5
0,882,1,1,0,0,0,3,8.65,1,2,161,4.01,3
1,1530,4,2,1,0,0,2,5.16,1,1,111,3.84,2
0,475,3,1,1,1,1,0,5.66,0,1,109,3.21,2
1,1792,5,4,0,1,1,3,6.5,0,1,162,4.08,3
3,2634,9,6,1,0,1,3,8.15,0,2,135,4.67,2
0,874,2,2,1,0,0,3,6.29,3,1,85,2.92,1
0,198,3,1,1,0,0,1,7.19,2,1,133,2.86,2
1,1390,4,4,1,0,0,3,7.8,0,1,93,4.79,1
2,1101,7,2,1,0,0,2,8.17,0,2,173,4.31,3
3,3796,6,3,2,0,0,2,5.72,0,0,98,4.48,1
1,1759,2,2,1,0,0,1,5.19,1,1,105,3.53,2
0,230,4,2,0,0,0,2,5.12,1,1,84,3.87,1
2,544,5,1,1,1,0,2,6.42,3,1,117,1.94,2
0,884,1,2,2,1,0,1,6.41,3,1,100,1.65,1
0,429,2,1,2,0,0,2,6.21,3,1,95,2.6,1
0,334,1,1,2,0,0,3,5.02,2,1,89,3.56,1
3,3112,6,4,0,0,0,2,7.67,0,1,103,4.46,2
1,1988,4,4,0,0,1,3,5.76,1,1,94,4.17,1
2,515,5,3,1,0,1,3,6.85,1,1,90,4.17,1
0,867,2,3,2,0,0,3,2.6,1,0,89,4.26,1
1,1768,3,1,1,0,1,3,7.25,0,1,160,4.71,3
1,2140,2,3,1,0,0,2,7.41,0,1,146,4.41,2
1,1368,4,2,1,0,0,3,8.7,0,2,123,4.68,2
2,766,4,2,2,0,1,1,5.46,1,1,117,3.52,2
0,913,4,1,0,0,0,1,6.35,0,1,105,4.15,2
3,2165,4,4,0,0,0,3,7.23,0,1,93,4.79,1
3,4080,5,3,1,0,1,3,5.16,1,1,106,4.16,2
1,1160,4,2,2,1,0,2,7.3,0,1,129,3.8,2
0,306,4,2,2,0,0,3,4.09,1,1,117,4.15,2
2,593,4,1,2,1,1,3,3.26,1,0,50,3.68,0
0,643,3,1,1,1,0,3,7.9,0,1,113,4.13,2
1,1319,4,4,1,0,0,1,6.48,0,1,115,4.14,2
3,1887,11,3,2,0,0,3,7.22,0,1,125,4.75,2
4,459,3,2,1,0,0,1,4.54,1,1,83,3.57,1
0,963,1,1,1,2,0,2,6.13,0,1,170,3.13,3
4,428,3,2,1,0,0,3,4.95,1,1,91,4.18,1
1,1775,2,1,0,0,0,3,5.03,1,1,80,4.19,1
1,1930,5,3,1,0,0,3,5.96,1,1,114,4.15,2
1,2018,3,1,0,0,1,3,8.18,1,2,121,4.06,2
4,465,2,2,1,1,-1,3,5.31,2,1,86,2.93,1
0,924,1,3,0,2,1,2,5.79,1,0,114,2.64,2
1,1627,4,4,1,1,0,3,3.94,1,0,70,3.65,1
0,627,2,1,1,0,0,2,6.95,1,1,101,3.84,2
4,489,0,2,1,0,0,2,8.01,0,2,150,4.34,2
0,975,1,2,1,0,0,3,8.9,0,2,181,4.61,3
0,443,4,2,1,1,0,3,7.54,1,1,138,3.48,2
0,876,1,2,1,2,0,3,5.3,1,1,90,2.92,1
0,843,3,1,1,0,1,1,5.0,2,1,107,2.9,2
1,1833,4,4,1,1,0,3,7.58,1,1,120,3.5,2
1,2112,3,1,0,1,0,2,6.6,1,1,86,3.24,1
1,1310,3,2,1,0,0,3,6.78,0,1,140,4.74,2
1,6622,3,2,1,0,0,1,5.85,1,1,95,3.54,1
0,889,1,3,0,3,0,3,7.95,2,1,89,1.65,1
0,511,4,1,1,0,0,2,3.98,0,0,60,4.6,1
2,466,6,3,0,0,0,3,6.89,1,1,113,4.14,2
2,461,5,3,1,0,0,0,5.31,0,1,91,3.86,1
0,718,2,2,0,0,0,2,6.58,0,1,127,4.44,2
3,4006,10,2,0,0,0,3,6.11,0,1,101,4.79,2
1,2222,5,4,1,1,0,3,8.57,0,1,131,4.11,2
0,128,2,1,1,2,0,1,5.54,1,1,96,2.29,1
0,339,4,2,0,1,1,2,3.07,0,0,72,3.97,1
1,2175,4,2,0,2,0,2,3.96,0,0,86,3.31,1
1,1617,5,2,0,2,0,3,6.31,2,1,150,2.22,2
1,1560,4,4,1,0,1,3,6.47,0,1,111,4.77,2
0,978,2,2,2,1,0,3,7.49,2,1,80,2.92,1
1,2031,5,1,1,0,0,0,5.65,1,1,84,3.24,1
4,276,0,1,1,1,1,2,4.08,1,1,117,3.21,2
3,1883,12,3,1,1,0,3,6.25,0,1,145,4.1,2
0,613,1,1,2,0,0,1,5.82,0,1,113,4.15,2
4,320,1,2,1,0,0,3,7.93,0,1,93,4.79,1
0,429,4,2,2,0,1,1,5.39,1,1,85,3.56,1
0,265,1,3,0,0,-1,3,5.21,1,1,113,4.15,2
0,591,3,1,1,0,0,2,7.24,1,1,134,3.8,2
3,3957,13,6,0,0,1,3,6.64,1,1,100,4.16,1
2,908,6,1,0,0,1,1,5.87,1,1,105,3.53,2
1,2296,5,2,2,0,1,2,6.14,0,1,93,4.48,1
2,405,4,1,2,0,0,1,7.89,0,1,105,4.14,2
4,211,0,1,1,0,1,3,8.05,2,2,125,3.43,2
2,922,6,1,2,1,0,3,6.11,0,1,129,4.13,2
0,255,4,3,0,0,0,3,5.01,2,1,83,3.56,1
1,1827,3,1,0,0,0,3,5.62,1,1,106,4.16,2
0,390,4,3,1,1,0,3,6.18,0,1,141,4.11,2
0,936,1,1,1,0,0,3,7.08,0,1,99,4.78,1
1,1136,4,3,1,0,0,3,6.28,0,1,152,4.72,3
0,171,2,1,0,0,0,3,4.64,0,1,106,4.79,2
1,1176,2,4,0,0,0,2,4.28,0,1,118,4.46,2
0,154,1,2,1,0,1,1,7.32,1,1,109,3.52,2
1,1624,2,4,2,0,0,2,6.36,1,1,111,3.83,2
2,17096,7,1,0,1,0,3,6.41,0,1,166,2.82,3
2,828,4,1,1,1,1,2,5.58,2,1,90,2.61,1
2,717,5,3,1,0,0,1,6.3,1,1,157,3.46,3
1,17669,5,4,0,0,0,1,4.91,1,1,111,3.53,2
0,129,3,1,1,0,0,3,4.78,1,1,96,4.18,1
0,714,2,2,1,0,0,2,5.33,1,1,120,3.83,2
0,799,1,3,2,0,0,2,4.97,1,1,107,3.85,2
2,637,4,3,0,1,0,0,6.68,3,1,119,1.31,2
0,328,3,3,0,0,0,3,7.68,0,1,154,4.71,3
2,1141,6,3,1,0,0,3,5.33,1,1,113,4.15,2
2,688,5,2,1,0,1,3,7.18,0,0,92,4.86,1
3,3378,6,5,1,0,0,3,7.78,3,1,128,2.86,2
0,146,3,2,1,1,0,3,5.17,0,1,116,4.15,2
4,491,2,2,0,3,0,3,5.9,1,1,95,2.29,1
2,1228,6,2,0,0,0,1,7.64,0,1,116,4.13,2
0,640,1,3,1,0,0,2,5.95,1,1,94,3.86,1
3,2390,9,4,1,0,0,2,7.97,0,1,108,4.45,2
4,303,0,1,1,0,0,3,5.21,0,1,85,4.81,1
0,611,3,1,1,0,0,2,5.1,1,1,105,3.85,2
0,321,2,1,2,0,1,2,7.23,0,1,149,3.15,2
2,688,4,2,0,0,0,1,8.31,0,2,187,3.98,3
1,1883,4,2,1,0,0,1,6.71,0,1,101,4.16,2
3,3138,11,2,1,0,1,2,4.81,1,1,89,3.87,1
5,712,4,1,2,1,0,3,5.34,2,1,106,2.9,2
1,2028,5,3,0,0,0,1,6.62,0,1,103,4.15,2
1,2169,4,2,1,0,0,3,6.9,1,1,87,4.17,1
4,344,1,2,1,1,0,3,7.49,0,1,111,4.14,2
1,1756,5,2,1,1,0,0,6.31,0,1,142,3.17,2
1,1355,2,4,0,1,1,3,7.49,1,1,144,3.47,2
1,2221,2,3,1,0,0,3,6.12,0,1,81,4.81,1
3,4205,4,6,0,0,0,1,6.75,3,0,91,2.29,1
0,549,1,1,0,0,0,3,6.74,0,1,84,4.81,1
0,937,1,3,1,0,0,1,7.53,1,1,164,3.45,3
0,217,2,1,0,0,0,3,4.87,0,1,114,4.78,2
1,1906,3,2,1,0,0,3,5.32,1,1,88,4.18,1
1,1690,4,4,1,0,0,2,5.26,0,1,109,4.47,2
2,1141,7,3,1,0,0,3,7.76,3,1,142,2.84,2
2,446,7,1,0,0,0,1,5.95,2,1,96,2.91,1
0,610,3,1,1,0,0,3,7.81,0,1,153,4.71,3
1,1713,4,3,1,0,0,3,6.76,3,1,120,2.88,2
3,4122,12,6,0,2,0,2,6.84,0,1,157,3.14,3
1,2016,5,4,2,0,0,3,7.77,2,1,165,3.44,3
1,1627,3,2,1,0,0,2,5.12,1,1,105,3.85,2
1,1828,3,2,0,1,0,3,3.83,0,0,33,4.32,0
1,1152,5,1,2,1,0,3,7.54,0,1,125,4.12,2
0,807,4,1,2,1,1,2,3.97,0,0,97,3.93,1
0,993,1,3,0,1,0,0,5.74,2,1,82,1.99,1
1,1436,2,4,2,1,0,2,6.87,0,1,91,3.85,1
3,3237,11,2,2,0,0,2,5.55,1,1,91,3.86,1
1,1498,5,4,1,0,0,1,5.86,0,0,99,3.6,1
1,1713,4,1,0,0,1,1,7.13,0,1,84,4.18,1
2,894,4,3,1,0,0,3,6.84,0,1,162,4.71,3
0,536,1,2,2,3,0,2,7.78,1,1,116,1.93,2
4,302,1,1,1,1,0,3,7.45,0,1,142,4.1,2
0,250,3,1,1,2,1,3,7.01,0,1,96,3.53,1
1,1141,4,3,1,1,1,3,8.89,3,2,199,2.07,3
0,825,4,3,0,0,0,3,6.38,3,1,164,2.82,3
2,423,6,3,1,1,0,3,7.02,1,1,169,3.44,3
2,1245,7,1,1,1,0,3,6.21,3,1,157,2.21,3
3,2379,7,5,0,0,1,3,6.25,0,1,137,2.86,2
0,313,2,3,1,0,0,2,7.85,0,1,134,4.42,2
2,880,4,1,1,0,1,2,8.51,2,2,146,3.09,2
1,1759,3,3,1,0,0,3,5.73,1,1,115,4.15,2
1,1202,2,3,2,0,0,2,3.67,3,0,419,2.72,5
0,268,3,2,0,0,1,3,5.59,1,1,108,4.16,2
0,380,2,1,1,0,1,1,7.69,0,1,142,4.1,2
3,3393,6,3,1,2,0,2,5.53,0,1,114,3.21,2
0,745,2,2,2,0,0,3,6.5,0,1,157,4.72,3
0,699,1,1,1,3,0,3,6.82,3,1,140,0.97,2
0,254,4,1,1,0,1,3,7.89,0,1,114,4.76,2
1,1677,2,3,1,1,1,2,7.94,0,1,81,3.86,1
0,598,4,3,1,0,0,3,6.7,0,1,385,4.72,5
1,1828,5,4,1,0,1,3,5.2,2,1,91,3.55,1
2,405,4,2,0,0,1,2,6.2,0,1,142,4.42,2
2,881,7,3,1,0,0,3,8.6,1,2,831,4.0,5
0,704,1,1,1,0,1,2,4.82,0,1,88,4.5,1
3,2674,11,5,2,0,0,3,6.03,0,1,128,4.75,2
2,664,6,1,2,0,0,-1,4.47,0,1,82,4.82,1
3,3403,9,3,1,0,0,2,5.84,1,1,103,3.85,2
3,3955,5,4,1,0,0,1,5.29,1,1,120,3.51,2
4,465,2,2,2,0,1,1,6.42,1,1,141,3.48,2
0,897,3,1,1,1,0,1,5.09,1,1,118,2.89,2
0,914,4,3,1,1,1,3,6.19,0,1,111,4.15,2
0,343,4,1,1,0,0,3,7.44,3,1,137,2.85,2
1,1384,4,4,0,1,1,1,6.98,0,1,112,3.51,2
4,271,2,2,1,0,1,3,4.48,1,1,92,4.18,1
0,737,4,3,0,0,0,2,6.52,0,1,126,4.44,2
2,973,7,1,1,0,1,1,4.47,1,1,107,3.54,2
2,1266,6,3,0,0,0,2,4.38,2,1,104,3.23,2
0,773,1,2,1,0,1,3,7.82,0,1,131,4.74,2
1,1579,5,3,2,0,0,2,7.08,0,0,111,4.52,2
3,2312,5,6,1,0,0,3,4.43,1,1,95,4.18,1
1,1337,3,1,0,1,1,3,5.68,2,1,102,2.91,2
1,1615,5,2,1,0,1,3,5.25,0,1,86,4.81,1
3,3394,6,2,0,0,0,2,7.07,0,1,152,4.4,3
0,908,1,3,1,0,0,0,5.84,2,1,93,2.6,1
0,455,1,2,1,0,0,1,6.27,0,1,110,4.15,2
2,1230,5,3,1,1,0,3,6.97,0,1,126,4.12,2
1,1619,2,3,1,1,-1,2,7.83,0,1,127,3.8,2
0,821,3,3,1,1,1,2,6.23,3,1,94,1.97,1
0,651,4,2,2,0,0,2,6.45,1,1,127,3.81,2
2,958,7,1,2,0,0,3,7.96,0,1,105,4.77,2
0,808,2,2,1,0,0,2,8.01,0,2,156,4.33,3
0,246,3,3,1,1,0,3,6.56,1,1,89,3.55,1
1,2104,4,4,1,1,0,1,4.93,2,1,110,2.27,2
2,871,6,1,1,0,0,2,5.66,1,1,101,3.85,2
1,2229,5,4,1,2,0,3,4.9,1,1,114,2.9,2
1,2017,2,4,2,0,0,3,6.98,0,1,143,4.73,2
1,2134,4,1,1,1,0,-1,6.01,0,1,167,3.14,3
0,617,3,2,2,0,0,0,6.82,0,1,156,3.77,3
3,4238,6,3,2,1,1,1,8.03,0,2,137,3.41,2
0,433,3,2,1,0,0,3,5.57,1,1,111,4.15,2
1,1872,5,1,2,3,1,3,6.64,0,1,97,2.91,1
1,1900,5,3,1,1,1,3,6.37,0,1,165,4.08,3
0,610,1,2,1,1,1,1,6.43,0,1,123,3.5,2
2,920,7,2,1,0,1,3,5.15,1,1,109,4.16,2
1,2081,4,3,1,0,0,3,5.98,1,1,113,4.15,2
0,420,4,1,1,0,0,1,6.95,0,1,80,4.18,1
0,219,4,3,0,0,0,3,5.97,1,1,119,4.14,2
1,1126,2,3,2,0,0,3,7.72,2,1,90,3.54,1
5,2086,5,4,0,0,0,1,5.21,1,1,96,3.55,1
0,991,3,3,2,1,0,3,6.77,3,1,95,2.28,1
0,566,2,3,1,0,1,3,6.23,0,1,159,4.71,3
0,449,1,3,1,0,0,3,5.78,1,1,92,4.17,1
2,1077,6,2,1,0,0,3,5.62,0,1,87,4.81,1
2,972,7,3,2,0,0,3,7.91,0,1,116,4.76,2
1,1372,3,4,1,0,0,2,6.7,1,1,142,3.79,2
0,455,2,2,1,1,0,1,6.12,0,1,101,3.53,2
0,731,3,1,1,0,1,3,5.66,0,1,106,4.78,2
1,1283,4,3,1,0,0,3,4.26,1,1,96,4.18,1
0,546,3,1,1,0,0,3,6.85,1,1,87,4.17,1
2,462,5,2,1,0,0,2,5.44,1,1,83,3.87,1
3,3610,7,6,2,1,0,3,7.42,3,1,131,2.23,2
4,274,1,2,0,2,0,2,6.14,0,1,95,3.23,1
1,2022,5,4,2,1,1,3,6.55,3,1,154,2.21,3
0,864,4,2,0,1,0,1,7.37,0,1,111,3.51,2
5,1996,2,2,1,0,0,0,8.16,0,2,135,3.73,2
4,450,0,1,2,1,0,3,6.17,2,1,163,2.83,3
0,586,4,2,0,0,0,3,7.76,0,1,123,4.75,2
4,204,3,2,1,0,0,3,7.39,0,1,142,4.73,2
1,2202,5,2,1,0,0,3,6.68,3,1,94,2.91,1
4,496,0,1,1,3,0,2,6.78,0,1,163,2.51,3
1,1311,4,4,0,0,0,2,7.37,0,1,161,4.39,3
1,1578,3,3,1,0,0,3,7.06,1,1,110,4.14,2
1,2107,2,1,2,1,1,3,5.52,1,1,95,3.54,1
1,1833,2,4,1,0,0,3,7.16,0,1,141,4.73,2
3,2442,15,6,0,0,0,3,6.85,0,1,99,4.79,1
0,323,3,2,0,0,0,1,6.79,2,1,146,2.84,2
1,1303,4,1,1,1,0,2,4.6,1,1,107,3.22,2
1,2229,3,3,2,0,0,0,7.28,1,1,149,3.15,2
1,1415,5,4,1,0,0,3,5.83,1,0,89,4.18,1
0,799,3,2,1,1,0,3,7.53,0,1,95,4.16,1
1,1694,2,1,2,1,1,3,7.63,0,1,121,4.13,2
0,413,3,1,1,0,0,3,3.57,0,0,73,4.9,1
4,457,3,2,2,0,0,3,5.82,1,1,110,4.15,2
0,388,3,1,1,0,-1,0,6.42,0,1,145,3.79,2
1,1296,3,1,1,0,0,0,6.63,2,1,91,2.6,1
0,334,1,1,2,1,0,3,3.94,2,0,88,3.0,1
2,447,6,3,1,0,1,2,4.77,0,1,103,4.48,2
1,1977,3,3,1,0,-1,2,6.99,0,1,146,4.41,2
0,551,3,3,1,2,0,2,5.94,1,0,112,2.64,2
0,841,2,2,1,3,0,3,6.92,0,1,146,2.84,2
0,707,1,2,1,0,1,1,7.21,0,1,111,4.14,2
4,487,1,1,1,0,1,3,5.83,1,1,115,4.14,2
0,103,2,2,1,0,0,3,6.13,0,1,137,4.74,2
0,495,1,1,1,1,0,2,7.68,0,1,107,3.83,2
0,654,3,1,1,0,0,1,6.94,1,1,138,3.48,2
0,508,2,2,1,0,1,2,4.47,1,0,100,3.92,1
0,157,3,1,2,0,0,2,7.06,0,1,112,4.45,2
0,369,4,2,2,2,0,-1,5.11,2,1,106,2.28,2
1,1641,4,1,1,0,1,3,5.05,0,1,940,4.79,5
1,2296,3,4,1,0,0,3,6.3,1,1,154,4.09,3
3,1901,7,6,2,1,1,3,6.49,0,1,169,4.07,3
1,1931,2,1,1,0,0,3,3.62,1,0,81,4.26,1
0,705,3,1,1,2,1,2,6.35,0,1,108,3.21,2
1,1466,4,3,1,1,0,3,3.68,0,2,28,4.2,0
1,1227,4,1,1,0,0,2,6.82,3,1,112,2.57,2
2,1216,4,1,1,0,0,1,7.05,2,1,146,2.84,2
1,1745,2,4,1,0,0,3,6.91,0,1,165,4.7,3
1,1993,2,1,0,0,1,2,5.49,1,1,90,3.86,1
0,712,2,1,1,0,0,3,4.04,1,1,93,4.18,1
1,1336,2,4,1,0,0,3,6.12,0,1,112,4.77,2
1,1765,2,2,1,0,0,3,3.5,1,0,40,4.32,0
0,12535,3,1,0,1,0,3,4.75,1,1,104,3.54,2
1,1306,4,3,2,0,0,2,7.73,0,1,154,4.4,3
1,1473,2,4,2,0,0,3,6.99,1,1,107,4.15,2
1,1235,4,2,1,1,0,2,5.55,1,1,107,3.22,2
5,227,2,1,0,0,0,3,6.51,1,1,103,4.16,2
1,1686,2,4,1,1,1,1,6.66,0,1,142,3.48,2
0,693,3,2,1,1,0,1,7.91,0,1,144,3.47,2
1,1379,4,2,1,2,1,3,6.87,0,1,96,3.53,1
0,629,3,3,1,2,1,1,5.69,1,1,93,2.29,1
3,4002,4,2,1,0,0,3,3.98,0,0,27,4.96,0
0,148,2,1,1,0,0,3,8.55,2,2,197,3.33,3
3,1817,7,4,1,0,0,3,5.51,2,1,99,3.54,1
4,332,0,2,0,1,0,3,5.43,1,1,116,3.52,2
4,307,3,2,2,0,0,3,6.04,1,1,169,4.08,3
2,588,7,1,1,1,1,3,5.31,2,1,112,2.9,2
2,513,4,1,1,0,-1,3,6.05,3,1,168,2.82,3
4,252,0,1,1,1,1,0,3.92,1,0,34,2.75,0
1,1881,4,4,1,1,0,1,6.4,1,1,135,2.86,2
2,858,6,1,1,1,1,1,8.49,2,2,168,2.12,3
0,220,4,3,2,0,0,1,7.65,2,1,100,2.9,1
0,753,3,3,1,0,0,3,5.43,0,1,80,4.82,1
0,547,2,2,1,0,1,1,5.36,2,1,106,2.9,2
1,1757,5,1,2,0,0,2,5.64,2,1,94,3.23,1
4,13810,1,1,0,0,0,3,2.52,2,0,39,3.7,0
4,292,3,1,1,1,-1,2,6.02,0,1,126,3.82,2
4,370,2,2,2,0,0,3,5.46,1,1,96,4.17,1
0,159,3,1,2,0,0,3,5.79,0,1,90,4.8,1
1,1293,2,2,2,1,0,3,6.16,0,1,116,4.14,2
0,142,3,1,2,2,1,2,7.28,2,1,141,1.91,2
0,750,2,3,0,0,0,3,6.96,0,1,108,4.77,2
0,303,1,1,1,1,-1,1,6.87,3,1,90,1.66,1
1,1300,5,2,1,0,0,3,4.93,1,1,97,4.17,1
0,862,4,1,1,0,0,3,5.84,2,1,119,3.51,2
1,2125,5,2,2,1,0,2,8.09,1,2,153,3.08,3
0,921,1,2,0,0,0,3,5.53,1,1,100,4.17,1
0,744,3,2,0,0,0,2,6.03,0,1,163,4.4,3
2,884,4,3,1,0,1,2,3.86,0,0,10,4.67,0
0,847,4,3,2,0,0,3,6.64,0,1,90,4.8,1
1,1714,5,4,2,0,-1,1,4.56,1,1,109,3.53,2
2,856,7,2,1,0,0,3,5.32,1,1,95,4.17,1
2,1169,4,2,1,3,0,3,7.2,0,1,146,2.84,2
2,778,7,1,1,0,1,3,5.21,1,1,99,4.17,1
3,2363,6,6,0,0,0,3,6.54,1,1,151,4.1,3
0,386,2,2,1,3,0,3,5.97,1,1,82,2.3,1
3,15179,6,5,1,0,0,3,5.41,1,1,116,4.15,2
1,1533,5,1,1,0,1,0,8.05,1,2,163,2.44,3
0,655,2,3,1,1,0,2,7.08,0,1,167,3.76,3
0,913,3,2,1,0,0,3,6.67,0,1,109,4.77,2
4,379,1,1,0,1,0,3,5.5,0,1,98,4.17,1
0,227,2,3,2,0,1,1,5.4,1,1,89,3.55,1
1,1883,5,1,0,0,0,2,6.69,0,1,90,4.48,1
0,637,3,2,2,0,0,1,5.45,0,1,108,4.16,2
3,3536,14,6,1,2,0,3,5.94,0,1,118,3.51,2
1,1893,3,2,2,2,0,3,7.58,1,1,81,2.92,1
1,2270,5,2,0,0,0,3,8.08,0,2,170,4.63,3
0,815,1,2,1,0,0,2,5.76,2,1,85,3.24,1
0,549,4,1,1,0,0,3,4.83,1,1,114,4.15,2
0,250,1,3,0,0,1,2,5.34,0,1,82,3.88,1
4,325,2,1,1,0,0,2,6.45,0,1,104,4.47,2
1,1851,3,1,1,0,0,2,7.22,0,1,98,4.47,1
3,2443,13,2,0,0,0,1,7.67,0,1,100,4.15,1
4,344,2,2,2,1,0,2,7.3,1,1,151,3.15,3
0,934,3,2,1,0,0,3,8.23,1,2,149,4.02,2
0,261,1,1,1,0,0,2,7.45,2,1,156,1.89,3
1,2072,3,3,1,1,0,3,5.91,1,1,111,3.52,2
